id_plant;nom_plant;id_espece;nom_espece
139;APERO BIO;139;TOMATE BIO
140;APETICIO;140;TOMATE
141;APETICIO BIO;141;TOMATE BIO
142;APOGIA;142;COURGETTE
143;APOGIA BIO;143;COURGETTE BIO
144;APPARI;144;SCAROLE
145;APRILIA;145;CHOU-FLEUR
146;APRIX;146;TOMATE CONSERVE
147;APRIX BIO;147;TOMATE CONSERVE BIO
148;AQUALIE;148;BATAVIA BLONDE
149;AQUATA;149;CHOU-FLEUR
150;AQUILONE;150;COURGETTE
151;AQUINO;151;MULTIFEUILLE BLONDE
152;AQUINO BIO;152;MULTIFEUILLE BLONDE BIO
153;ARABESK;153;MELON
154;ARABESK BIO;154;MELON BIO
155;ARACHIDE;155;CACAHUETE
156;ARACHIDE G.F.;156;CACAHUETE
157;ARAMAI;157;CHENE ROUGE
158;ARAMIS;158;THYM
159;ARAMIS;159;NAVET
160;ARAMIS BIO;160;THYM BIO
161;ARANZA;161;SCAROLE
162;ARAPAHO;162;MELON
163;ARAPAHO BIO;163;MELON BIO
164;ARARO;164;CHENE BLONDE
165;ARARO BIO;165;CHENE BLONDE BIO
166;ARAWAK;166;TOMATE
167;ARBASON;167;TOMATE
168;ARCHIVEL;168;SUCRINE
169;ARGENTATA 3;169;BLETTE
170;ARGOS;170;BASILIC
171;ARIEL;171;BUTTERNUT
172;ARIEL BIO;172;BUTTERNUT BIO
173;ARIZONA;173;CHOU-FLEUR
174;ARKADE;174;MELON
175;ARKADE BIO;175;MELON BIO
176;ARLEQUIN;176;MELON
177;ARLEQUIN BIO;177;MELON BIO
178;AROA;178;LAITUE
179;AROMATIQUE BIO;179;AROMATIQUE BIO
180;AROMATIQUE BIO G.F.;180;AROMATIQUE BIO
181;ARSENAL BIO;181;PANAIS BIO
182;ARTEMIDE;182;CHOU-FLEUR
183;ARTEMISA;183;ARTICHAUT
184;ARTEMISA BIO;184;ARTICHAUT BIO
185;ARTEMIS BIO;185;MELON BIO
186;ARTICHAUT;186;ARTICHAUT
187;ARTICHAUT BIO;187;ARTICHAUT BIO
188;ARTICHAUT BIO G.F.;188;ARTICHAUT BIO
189;ARTICHAUT G.F.;189;ARTICHAUT
190;ARTORIUS;190;MELON
191;ARTORIUS BIO;191;MELON BIO
192;ARTURO;192;CHENE BLONDE
193;ARTURO BIO;193;CHENE BLONDE BIO
194;ARUM;194;MELON
195;ARWEN;195;POIVRON
196;ARWEN BIO;196;POIVRON BIO
197;ASPEN;197;COURGE
198;ASTENAL;198;FRISEE
199;ASTIA;199;COURGETTE
200;ASTRAKAN;200;CHENE ROUGE
201;ASTREN;201;CHOU-FLEUR
202;ATAVIR;202;CHENE BLONDE
203;ATLANTA;203;POIREAU
204;ATLANTIC;204;NAVET
205;ATLANUM;205;CHOU-FRISE
206;ATLAS;206;COURGE
207;ATOS;207;THYM
208;ATRACTUM;208;CHOU-FRISE
209;ATTIRAI;209;CHENE ROUGE
210;ATTRACTION BIO;210;LAITUE BIO
211;ATYLIADE;211;TOMATE
212;AUBADE;212;TOMATE
213;AUBERGINE;213;AUBERGINE
214;AUBERGINE BIO;214;AUBERGINE BIO
215;AUBERGINE BIO G.F.;215;AUBERGINE BIO
216;AUBERGINE G.F.;216;AUBERGINE
217;AUDACI;217;SCAROLE
218;AUDAX;218;CONCOMBRE
219;AUDAX BIO;219;CONCOMBRE BIO
220;AUGUSTA;220;PASTEQUE
221;AUGUSTUS PG/NPG;221;CELERI BRANCHE
222;AUREA;222;TOMATE
223;AUREA BIO;223;TOMATE BIO
224;AUREO;224;CHOU-FLEUR
225;AUREO BIO;225;CHOU-FLEUR BIO
226;AVALON (COURGES);226;COURGE
227;AVEMUS;227;ROMAINE
228;AVENIR;228;CHENE BLONDE
229;AVIRON;229;CHOU-FLEUR
230;AVISO;230;CHOU-FLEUR
231;AVISO BIO;231;CHOU-FLEUR BIO
232;AVOINE BIO;232;AVOINE BIO
233;AVOINE BIO G.F.;233;AVOINE BIO
234;AVRAL;234;FRISEE
235;AWAKINO;235;POIVRON
236;AYARAI;236;CHENE ROUGE
237;AYARAI BIO;237;CHENE ROUGE BIO
238;AZERIS;238;CHOU-FLEUR
239;AZERIX;239;CHENE ROUGE
240;AZIRKA;240;LOLLO ROUGE
241;AZUR;241;POIREAU
242;AZUR STAR;242;CHOU-RAVE
243;AZUR STAR BIO;243;CHOU-RAVE BIO
244;BABILON;244;CHOU-BROCOLI
245;BABYVIK;245;COURGE
246;BAJONET;246;CHOU-LISSE
247;BAKARA;247;MELON
248;BALBOA;248;CHOU-FLEUR
249;BALBOA BIO;249;CHOU-FLEUR BIO
250;BALCONI;250;POIVRON
251;BALUROI;251;AUBERGINE
252;BALUROI BIO;252;AUBERGINE BIO
253;BALZAC;253;CHOU-FLEUR
254;BAMANO BIO;254;TOMATE BIO
255;BAMBELO;255;TOMATE
256;BAMBINO;256;POIVRON
257;BAMBY;257;POIS
258;BANDIT BIO;258;POIREAU BIO
259;BANDOLERO;259;CHOU-ROUGE
260;BARBARELLA;260;AUBERGINE
261;BARBENTANE;261;AUBERGINE
262;BARBENTANE BIO;262;AUBERGINE BIO
263;BARBEX;263;MULTIFEUILLE ROUGE
264;BARBOSA;264;CHOU-FRISE
265;BARCELONA;265;CHOU-FLEUR
266;BARCIA;266;LAITUE
267;BARESE;267;BLETTE
268;BARESE BIO;268;BLETTE BIO
269;BARLACH;269;MULTIFEUILLE ROUGE
270;BARLACH BIO;270;MULTIFEUILLE ROUGE BIO
271;BARLETTA;271;OIGNON
272;BARNABIE;272;BATAVIA BLONDE
273;BARNABIE BIO;273;BATAVIA BLONDE BIO
274;BARONA;274;OIGNON
275;BARTAL;275;BATAVIA ROUGE
276;BARTELLY BIO;276;TOMATE BIO
277;BARTOLINA;277;TOMATE
278;BARTOLINA BIO;278;TOMATE BIO
279;BASALMINE;279;LOLLO ROUGE
280;BASALMINE BIO;280;LOLLO ROUGE BIO
281;BASIDRA;281;LAITUE
282;BASILIC;282;BASILIC
283;BASILIC BIO;283;BASILIC BIO
284;BASILIC BIO G.F.;284;BASILIC BIO
285;BASILIC G.F.;285;BASILIC
286;BASILIO;286;LAITUE
287;BATAVIA BLONDE;287;BATAVIA BLONDE
288;BATAVIA BLONDE BIO;288;BATAVIA BLONDE BIO
289;BATAVIA BLONDE BIO G.F.;289;BATAVIA BLONDE BIO
290;BATAVIA  BLONDE G.F.;290;BATAVIA BLONDE
291;BATAVIA BLONDE NB;291;BATAVIA BLONDE
292;BATAVIA ROUGE;292;BATAVIA ROUGE
293;BATAVIA ROUGE BIO;293;BATAVIA ROUGE BIO
294;BATAVIA ROUGE BIO G.F.;294;BATAVIA ROUGE BIO
295;BATAVIA ROUGE G.F.;295;BATAVIA ROUGE
296;BATAVIA ROUGE NB;296;BATAVIA ROUGE
297;BATISTA;297;BATAVIA BLONDE
298;BATSUN;298;BATAVIA BLONDE
299;BATTLESTAR;299;SUCRINE
300;BEATRICE;300;AUBERGINE
301;BEATRICE BIO;301;AUBERGINE BIO
302;BEAUFORT;302;PORTE GREFFE
303;BEAUFORT BIO;303;TOMATE BIO
304;BEAUFORT BIO;304;PORTE GREFFE BIO
305;BEAUTE BLANCHE BIO;305;TOMATE BIO
306;BEDUINA;306;LAITUE
307;BEEFMASTER;307;TOMATE
308;BELAMOR;308;TOMATE
309;BELCANTO;309;MELON
310;BELCANTO BIO;310;MELON BIO
311;BELESAI;311;CHENE ROUGE
312;BELESAI BIO;312;CHENE ROUGE BIO
313;BELICOS;313;ROMAINE
314;BELLACIO;314;TOMATE
315;BELLACIO BIO;315;TOMATE BIO
316;BELLACOEUR;316;TOMATE
317; BELLACOEUR BIO;317;TOMATE BIO
318;BELLAFORE;318;LAITUE
319;BELLANDINE;319;TOMATE
320;BELLANIA;320;POIVRON
321;BELLASTAR;321;TOMATE
322;BELLINI;322;AUBERGINE
323;BELLINI BIO;323;AUBERGINE BIO
324;BELLKARO;324;POIVRON
325;BELLOGIA;325;TOMATE
326;BELLOGIA BIO;326;TOMATE BIO
327;BELLOSUN;327;TOMATE
328;BELLOSUN BIO;328;TOMATE BIO
329;BELLOTTO;329;FENOUIL
330;BELLOTTO BIO;330;FENOUIL BIO
331;BELMANDIA;331;TOMATE
332;BELMANDIA BIO;332;TOMATE BIO
333;BELOT;333;CHOU-FLEUR
334;BELOT BIO;334;CHOU-FLEUR BIO
335;BELSTAR;335;CHOU-BROCOLI
336;BELSTAR BIO;336;CHOU-BROCOLI BIO
337;BELTON;337;POIREAU
338;BELTON BIO;338;POIREAU BIO
339;BELWEN;339;CHENE ROUGE
340;BENEFINE;340;FRISEE
341;BERAC;341;BLETTE
342;BERAC BIO;342;BLETTE BIO
343;BERENICE;343;CHENE BLONDE
344;BERENICE BIO;344;CHENE BLONDE BIO
345;BERENICE GR BIO;345;CHENE ROUGE BIO
346;BERNINI BIO;346;FENOUIL BIO
347;BERNINI CHICOREE;347;CHICOREE
348;BERNINI FENOUIL;348;FENOUIL
349;BESTY;349;CHOU-BROCOLI
350;BETTERAVE;350;BETTERAVE
351;BETTERAVE BIO;351;BETTERAVE BIO
352;BETTERAVE BIO G.F.;352;BETTERAVE BIO
353;BETTERAVE G.F.;353;BETTERAVE
354;BETTOLLO;354;BETTERAVE
355;BETTY BLUE;355;COURGE
356;BEYONCE;356;AUBERGINE
357;BIBO;357;PASTEQUE
358;BIFRIE;358;BATAVIA BLONDE
359;BIFRIE BIO;359;BATAVIA BLONDE BIO
360;BIG BORLOTTO;360;HARICOT
361;BIHAR;361;POIVRON
362;BIRGIT;362;LAITUE
363;BLACK CHERRY;363;TOMATE
364;BLACK CHERRY BIO;364;TOMATE BIO
365;BLACK FROM TULA BIO;365;TOMATE BIO
366;BLACK PEARL;366;AUBERGINE
367;BLACK PEARL BIO;367;AUBERGINE BIO
368;BLACK ZEBRA;368;TOMATE
369;BLACK ZEBRA BIO;369;TOMATE BIO
370;BLANCHE RONDE A OEUFS;370;AUBERGINE
371;BLANCHE RONDE A OEUFS BIO;371;AUBERGINE BIO
372;BLANCO;372;CARDON
373;BLANC RACE MAVRIK/4G;373;NAVET
374;BLAUHILDE;374;HARICOT
375;BLAUHILDE BIO;375;HARICOT BIO
376;BLETTE;376;BLETTE
377;BLETTE BIO;377;BLETTE BIO
378;BLETTE BIO G.F.;378;BLETTE BIO
379;BLETTE G.F.;379;BLETTE
380;BLEU DE HONGRIE;380;COURGE
381;BLEU DE SOLAISE;381;POIREAU
382;BLEUET BIO;382;BLEUET BIO
383;BLEUET BIO G.F.;383;BLEUET BIO
384;BLEU HEAVEN;384;POTIRON
385;BLOKTOR;385;CHOU-CABUS
386;BLONDE N°2;386;BLETTE
387;BLONDY;387;TOMATE
388;BLUE BALLET;388;POTIMARRON
389;BLUE BEAUTY;389;TOMATE
390;BLUE BERRIES BIO;390;TOMATE BIO
391;BLUE STREAKS BIO;391;TOMATE BIO
392;BLUESUMMER;392;CONCOMBRE
393;BLUE TONIC;393;TOMATE
394;BLUE TONIC BIO;394;TOMATE BIO
395;BODAR;395;TOMATE
396;BODELICE;396;MELON
397;BODELICE BIO;397;MELON BIO
398;BODILIS;398;CHOU-FLEUR
399;BOHAN;399;BETTERAVE
400;BOKSTON;400;POIREAU
401;BOLDOR/2GRS;401;BETTERAVE
402;BOLIER;402;ORIGAN
403;BOLIVAR;403;BETTERAVE
404;BOLIVAR BIO;404;BETTERAVE BIO
405;BOLSTAR GRANDA BIO;405;TOMATE BIO
406;BOM BIO;406;COURGETTE BIO
407;BONEMINE;407;CHENE ROUGE
408;BONICA;408;AUBERGINE
409;BONICA BIO;409;AUBERGINE BIO
410;BONNETHEAD;410;EPINARD
411;BORABORA;411;MELON
412;BORIS;412;CHOU-FLEUR
413;BORSALINA;413;TOMATE
414;BORSALINA BIO;414;TOMATE BIO
415;BOSCO;415;CONCOMBRE
416;BOSTON;416;PASTEQUE
417;BOSWORTH;417;CHOU-BRUXELLES
418;BOTTICELLI CHICOREE;418;CHICOREE
419;BOTTICELLI FENOUIL;419;FENOUIL
420;BOUCAN;420;CHENE ROUGE
421;BOUCAN BIO;421;CHENE ROUGE BIO
422;BOURRACHE;422;AROMATIQUE
423;BOUSSOLE;423;BATAVIA BLONDE
424;BOWING BIO;424;CONCOMBRE BIO
425;BOXFISH;425;EPINARD
426;BRADY;426;CHOU-LISSE
427;BRAVENCE;427;TOMATE
428;BRENDA;428;TOMATE
429;BRENNIGA;429;BATAVIA BLONDE
430;BRENTYLIA;430;TOMATE
431;BRESKO;431;BETTERAVE
432;BRETTEN;432;CHOU-FLEUR
433;BRETZEL;433;LAITUE
434;BRETZEL BIO;434;LAITUE BIO
435;BRICK;435;CHOU-FLEUR
436;BRIDENICE;436;CHENE BLONDE
437;BRIGHT LIGHT;437;BLETTE
438;BRIGHT LIGHT BIO;438;BLETTE BIO
439;BRIGHT SUMMER BIO;439;POTIMARRON BIO
440;BRIGHT YELLOW;440;BLETTE
441;BRIGHT YELLOW BIO;441;BLETTE BIO
442;BRIGITTE;442;CHOU-BRUXELLES
443;BRIONE;443;TOMATE
444;BROMHA;444;CHOU-FLEUR
445;BRONCOS;445;COURGETTE
446;BRONZE A COUPER (FENOUIL);446;FENOUIL
447;BRONZE D'AMPOSTA;447;OIGNON
448;BRONZE D'AMPOSTA BIO;448;OIGNON BIO
449;BRONZE MIGNONETTE BIO;449;LAITUE BIO
450;BRUTUS;450;MELON
451;BUDDY BIO;451;POIS BIO
452;BUFFALOPINK;452;TOMATE
453;BUFFALOSTEAK;453;TOMATE
454;BUFFALOSTEAK BIO;454;TOMATE BIO
455;BUFFALOSUN;455;TOMATE
456;BUFFALOSUN BIO;456;TOMATE BIO
457;BURELA;457;SUCRINE
458;BURETTE;458;LAITUE ROUGE
459;BURTON;459;CHOU-CABUS
460;BUSCARO;460;CHOU-ROUGE
461;BUSCARO BIO;461;CHOU-ROUGE BIO
462;BUTTERFLAY BIO;462;EPINARD BIO
463;BUTTERNUT;463;BUTTERNUT
464;BUTTERNUT BIO;464;BUTTERNUT BIO
465;BUTTERNUT BIO G.F.;465;BUTTERNUT BIO
466;BUTTERNUT G.F.;466;BUTTERNUT
467;BUTTOR;467;BUTTERNUT
468;BVA942;468;BATAVIA BLONDE
469;BYELSA;469;TOMATE
470;BYELSA BIO;470;TOMATE BIO
471;CABOSSE;471;TOMATE
472;CABOSSE BIO;472;TOMATE BIO
473;CADENCE;473;MELON
474;CALADOU;474;TOMATE CONSERVE
475;CALAO;475;MELON
476;CALARASI;476;MACHE
477;CALIBAI;477;CHENE ROUGE
478;CALIBAI BIO;478;CHENE ROUGE BIO
479;CALIBELLO;479;POIVRON
480;CALIBELLO BIO;480;POIVRON BIO
481;CALINDA;481;LAITUE
482;CALLIOPE;482;AUBERGINE
483;CALLIOPE BIO;483;AUBERGINE BIO
484;CAMAN;484;CONCOMBRE
485;CAMAN BIO;485;CONCOMBRE BIO
486;CAMELAI;486;CHENE ROUGE
487;CAMELAI BIO;487;CHENE ROUGE BIO
488;CAMELFORCE;488;PORTE GREFFE
489;CAMELFORCE BIO;489;PORTE GREFFE BIO
490;CAMPARI BIO;490;TOMATE BIO
491;CAMPERO;491;POIVRON
492;CANALETTO;492;CHICOREE
493;CANCUN;493;MELON
494;CANCUN BIO;494;MELON BIO
495;CANDIDA;495;BLETTE
496;CANEIRA BIO;496;LAITUE BIO
497;CANELLE BIO;497;BASILIC BIO
498;CANILLA;498;TOMATE
499;CANTANDO;499;TOMATE
500;CANTASA BIO;500;CHOU-FRISE BIO
501;CANTERBURY;501;LAITUE
502;CAPITOLE;502;BATAVIA BLONDE
503;CAPOEIRA;503;ROMAINE
504;CAPPUCCINO;504;TOMATE
505;CAPRICCIO ARTICHAUT;505;ARTICHAUT
506;CAPRICCIO BIO;506;ARTICHAUT BIO
507;CAPRICCIO CHOUX;507;CHOU-FRISE
508;CAPRICCIO TOMATE;508;TOMATE
509;CAPRICCIO TOMATE BIO;509;TOMATE BIO
510;CAPRICORN;510;POIVRON
511;CARACOLA;511;BATAVIA BLONDE
512;CARACOLA BIO;512;BATAVIA BLONDE BIO
513;CARAFLEX;513;CHOU-POINTU
514;CARAFLEX BIO;514;CHOU-POINTU BIO
515;CARANTIC;515;CHOU-FLEUR
516;CARAVAGGIO;516;COURGETTE
517;CARDE;517;CARDE
518;CARDE BIO;518;CARDE BIO
519;CARDE BIO G.F.;519;CARDE BIO
520;CARDE G.F.;520;CARDE
521;CARDINAL;521;TOMATE
522;CARDINAL BIO;522;TOMATE BIO
523;CARDIOLA;523;TOMATE
524;CARDON;524;CARDON
525;CARDON G.F.;525;CARDON
526;CARDYNA;526;TOMATE
527;CARDYNA BIO;527;TOMATE BIO
528;CARENTIC;528;CHOU-FLEUR
529;CARIBE;529;CORIANDRE
530;CARIBE BIO;530;CORIANDRE BIO
531;CARILLON/2GRS;531;BETTERAVE
532;CARMELLO;532;TOMATE
533;CARMINAT;533;HARICOT
534;CARNEGIE;534;TOMATE
535;CARNELIAN;535;LOLLO ROUGE
536;CAROTTE;536;CAROTTE BIO
537;CAROTTE;537;CAROTTE
538;CAROTTE BIO G.F.;538;CAROTTE BIO
539;CAROTTE G.F.;539;CAROTTE
540;CAROUBEL;540;POIS
541;CAROUBEL BIO;541;POIS BIO
542;CAROUBY DE MAUSSANE;542;POIS
543;CAROUSEL;543;LAITUE
544;CARTAGENA;544;CHOU-FLEUR
545;CARTESIO;545;CHOU-ROMANESCO
546;CARTIER;546;CHOU-FLEUR
547;CARVA;547;ORIGAN
548;CARVA BIO;548;ORIGAN BIO
549;CARVALIA;549;THYM
550;CARVALIA BIO;550;THYM BIO
551;CARVARO;551;THYM
552;CARVARO BIO;552;THYM BIO
553;CARVARO G1;553;THYM
554;CARVARO G1 BIO;554;THYM BIO
555;CARVARO G2;555;THYM
556;CASANIX;556;CHENE ROUGE
557;CASILDA;557;PASTEQUE
558;CASSANDRA;558;COURGETTE
559;CASSANDRA BIO;559;COURGETTE BIO
560;CASSIOPEE;560;COURGETTE
561;CASTELARD;561;CHOU-POINTU
562;CASTELLO BIO;562;CHOU-LISSE BIO
563;CASTORE;563;FENOUIL
564;CASTORE BIO;564;FENOUIL BIO
565;CAURABONA;565;TOMATE
566;CAURABONA BIO;566;TOMATE BIO
567;CAURALINA;567;TOMATE
568;CAURALINA BIO;568;TOMATE BIO
569;CAVALE;569;ROUGETTE
570;CAVALE BIO;570;ROUGETTE BIO
571;CAYLEN;571;CHOU-FLEUR
572;CELEBRATION;572;COURGE
573;CELERI;573;CELERI (ARCHIVÉ)
574;CELERI;574;CELERI
575;CELERI A COUPER;575;CELERI A COUPER
576;CELERI A COUPER BIO G.F.;576;CELERI A COUPER BIO
577;CELERI A COUPER BIO PG/NPG;577;CELERI A COUPER BIO
578;CELERI A COUPER G.F.;578;CELERI A COUPER
579;CELERI BIO;579;CELERI BIO
580;CELERI BIO G.F.;580;CELERI BIO (ARCHIVÉ)
581;CELERI BIO G.F.;581;CELERI BIO
582;CELERI BRANCHE BIO G.F.;582;CELERI BRANCHE BIO
583;CELERI BRANCHE BIO PG/NPG;583;CELERI BRANCHE BIO
584;CELERI BRANCHE G.F.;584;CELERI BRANCHE
585;CELERI BRANCHE PG/NPG;585;CELERI BRANCHE
586;CELERI G.F.;586;CELERI (ARCHIVÉ)
587;CELERI G.F.;587;CELERI
588;CELERI RAVE BIO G.F.;588;CELERI RAVE BIO
589;CELERI RAVE BIO PG/NPG;589;CELERI RAVE BIO
590;CELERI RAVE G.F.;590;CELERI RAVE
591;CELERI RAVE PG/NPG;591;CELERI RAVE
592;CELERIS BIO;592;CELERI BIO (ARCHIVÉ)
593;CELESTE;593;COURGETTE
594;CELESTEEN;594;TOMATE
595;CELESTEEN BIO;595;TOMATE BIO
596;CELIO;596;CHOU-ROMANESCO
597;CELIO BIO;597;CHOU-ROMANESCO BIO
598;CELISTRA;598;SUCRINE
599;CELISTRA BIO;599;SUCRINE BIO
600;CELTUCE;600;LAITUE
601;CENCARA;601;TOMATE
602;CENCARA BIO;602;TOMATE BIO
603;CENDIS;603;CHOU-FLEUR
604;CENOL;604;OIGNON
605;CENOL BIO;605;OIGNON BIO
606;CENTAURO;606;CONCOMBRE
607;CERFEUIL;607;CERFEUIL
608;CERFEUIL BIO;608;CERFEUIL BIO
609;CERFEUIL BIO G.F.;609;CERFEUIL BIO
610;CERFEUIL G.F.;610;CERFEUIL
611;CETIA;611;TOMATE
612;CEZANE;612;MELON
613;CHAMBORD;613;CHOU-FLEUR
614;CHAMBRE AGRI BIO;614;SALADE BIO
615;CHANA;615;CHOU-POINTU
616;CHARIF;616;CHOU-FLEUR
617;CHARLESTONE;617;BATAVIA BLONDE
618;CHARLIK;618;BLETTE
619;CHARLIK BIO;619;BLETTE BIO
620;CHARLOT;620;CHOU-FLEUR
621;CHARMANT;621;CHOU-LISSE
622;CHEDDAR;622;CHOU-FLEUR ORANGE
623;CHENE BLONDE;623;CHENE BLONDE
624;CHENE BLONDE BIO;624;CHENE BLONDE BIO
625;CHENE BLONDE BIO G.F.;625;CHENE BLONDE BIO
626;CHENE BLONDE G.F.;626;CHENE BLONDE
627;CHENE BLONDE NB;627;CHENE BLONDE
628;CHENE ROUGE;628;CHENE ROUGE
629;CHENE ROUGE BIO;629;CHENE ROUGE BIO
630;CHENE ROUGE BIO G.F.;630;CHENE ROUGE BIO
631;CHENE ROUGE G.F;631;CHENE ROUGE
632;CHENE ROUGE NB;632;CHENE ROUGE
633;CHEROLA;633;BATAVIA BLONDE
634;CHESTER;634;LAITUE
635;CHEVALIER;635;CHOU-BROCOLI
636;CHEYENNE;636;PERSIL FRISE
637;CHICOREE;637;CHICOREE
638;CHICOREE BIO;638;CHICOREE BIO
639;CHICOREE BIO G.F.;639;CHICOREE BIO
640;CHICOREE G.F.;640;CHICOREE
641;CHINESE CHIVES/1GR BIO;641;DIVERS BIO
642;CHIOGGIA ;642;BETTERAVE
643;CHIOGGIA RACE BILIK/;643;BETTERAVE
644;CHORUS;644;MELON
645;CHOU;645;CHOU
646;CHOU BIO;646;CHOU BIO
647;CHOU BIO G.F.;647;CHOU BIO
648;CHOU-BROCOLI;648;CHOU-BROCOLI
649;CHOU-BROCOLI BIO;649;CHOU-BROCOLI BIO
650;CHOU-BROCOLI BIO G.F.;650;CHOU-BROCOLI BIO
651;CHOU-BROCOLI G.F.;651;CHOU-BROCOLI
652;CHOU-BRUXELLES;652;CHOU-BRUXELLES
653;CHOU-BRUXELLES BIO;653;CHOU-BRUXELLES BIO
654;CHOU-BRUXELLES BIO G.F.;654;CHOU-BRUXELLES BIO
655;CHOU-BRUXELLES G.F.;655;CHOU-BRUXELLES
656;CHOU-CABUS;656;CHOU-CABUS
657;CHOU-CABUS BIO;657;CHOU-CABUS BIO
658;CHOU-CABUS BIO G.F.;658;CHOU-CABUS BIO
659;CHOU-CABUS G.F.;659;CHOU-CABUS
660;CHOU-CHINOIS;660;CHOU-CHINOIS
661;CHOU-CHINOIS BIO;661;CHOU-CHINOIS BIO
662;CHOU-CHINOIS BIO G.F.;662;CHOU-CHINOIS BIO
663;CHOU-CHINOIS G.F.;663;CHOU-CHINOIS
664;CHOU-CHOUCROUTE;664;CHOU-CHOUCROUTE
665;CHOU-CHOUCROUTE BIO;665;CHOU-CHOUCROUTE BIO
666;CHOU-CHOUCROUTE BIO G.F.;666;CHOU-CHOUCROUTE BIO
667;CHOU-CHOUCROUTE G.F.;667;CHOU-CHOUCROUTE
668;CHOU-FLEUR;668;CHOU-FLEUR
669;CHOU FLEUR BIO;669;CHOU BIO
670;CHOU-FLEUR BIO;670;CHOU-FLEUR BIO
671;CHOU-FLEUR BIO G.F.;671;CHOU-FLEUR BIO
672;CHOU-FLEUR G.F.;672;CHOU-FLEUR
673;CHOU-FLEUR ORANGE;673;CHOU-FLEUR ORANGE
674;CHOU-FLEUR ORANGE BIO;674;CHOU-FLEUR ORANGE BIO
675;CHOU-FLEUR ORANGE BIO G.F.;675;CHOU-FLEUR ORANGE BIO
676;CHOU-FLEUR ORANGE G.F.;676;CHOU-FLEUR ORANGE
677;CHOU-FLEUR VERT;677;CHOU-FLEUR VERT
678;CHOU-FLEUR VERT BIO;678;CHOU-FLEUR VERT BIO
679;CHOU-FLEUR VERT BIO G.F.;679;CHOU-FLEUR VERT BIO
680;CHOU-FLEUR VERT G.F.;680;CHOU-FLEUR VERT
681;CHOU-FLEUR VIOLET;681;CHOU-FLEUR VIOLET
682;CHOU-FLEUR VIOLET BIO;682;CHOU-FLEUR VIOLET BIO
683;CHOU-FLEUR VIOLET BIO G.F.;683;CHOU-FLEUR VIOLET BIO
684;CHOU-FLEUR VIOLET G.F.;684;CHOU-FLEUR VIOLET
685;CHOU-FRISE;685;CHOU-FRISE
686;CHOU-FRISE BIO;686;CHOU-FRISE BIO
687;CHOU-FRISE BIO G.F.;687;CHOU-FRISE BIO
688;CHOU-FRISE G.F.;688;CHOU-FRISE
689;CHOU G.F.;689;CHOU
690;CHOU-KALE;690;CHOU-KALE
691;CHOU-KALE BIO;691;CHOU-KALE BIO
692;CHOU-KALE BIO G.F.;692;CHOU-KALE BIO
693;CHOU-KALE G.F.;693;CHOU-KALE
694;CHOU-LISSE;694;CHOU-LISSE
695;CHOU-LISSE BIO;695;CHOU-LISSE BIO
696;CHOU-LISSE BIO G.F.;696;CHOU-LISSE BIO
697;CHOU-LISSE G.F.;697;CHOU-LISSE
698;CHOU-LISSE ROUGE;698;CHOU-LISSE ROUGE
699;CHOU-LISSE ROUGE BIO;699;CHOU-LISSE ROUGE BIO
700;CHOU-LISSE ROUGE BIO G.F.;700;CHOU-LISSE ROUGE BIO
701;CHOU-LISSE ROUGE G.F.;701;CHOU-LISSE ROUGE
702;CHOUPAC;702;BATAVIA BLONDE
703;CHOU-POINTU;703;CHOU-POINTU
704;CHOU-POINTU BIO;704;CHOU-POINTU BIO
705;CHOU-POINTU BIO G.F.;705;CHOU-POINTU BIO
706;CHOU-POINTU G.F.;706;CHOU-POINTU
707;CHOU-RAVE;707;CHOU-RAVE
708;CHOU-RAVE BIO;708;CHOU-RAVE BIO
709;CHOU-RAVE BIO G.F.;709;CHOU-RAVE BIO
710;CHOU-RAVE G.F.;710;CHOU-RAVE
711;CHOU-ROMANESCO;711;CHOU-ROMANESCO
712;CHOU-ROMANESCO BIO;712;CHOU-ROMANESCO BIO
713;CHOU-ROMANESCO BIO G.F.;713;CHOU-ROMANESCO BIO
714;CHOU-ROMANESCO G.F.;714;CHOU-ROMANESCO
715;CHOU-ROUGE;715;CHOU-ROUGE
716;CHOU-ROUGE BIO;716;CHOU-ROUGE BIO
717;CHOU-ROUGE BIO G.F.;717;CHOU-ROUGE BIO
718;CHOU-ROUGE G.F.;718;CHOU-ROUGE
719;CIBOULE;719;CIBOULE
720;CIBOULE APACHE;720;CIBOULE
721;CIBOULE BIO;721;CIBOULE BIO
722;CIBOULE BIO G.F.;722;CIBOULE BIO
723;CIBOULE G.F.;723;CIBOULE
724;CIBOULETTE;724;CIBOULETTE
725;CIBOULETTE BIO;725;CIBOULETTE BIO
726;CIBOULETTE BIO G.F.;726;CIBOULETTE BIO
727;CIBOULETTE COMMUNE BIO;727;CIBOULETTE BIO
728;CIBOULETTE G.F.;728;CIBOULETTE
729;CICIU;729;TOMATE
730;CILENTUS;730;ARTICHAUT
731;CIMA DI RAPA;731;CHOU
732;CITEDOR;732;TOMATE
733;CITRON;733;BASILIC
734;CITRON BIO BASILIC;734;BASILIC BIO
735;CLAFORSA;735;CHOU-FLEUR
736;CLANIO;736;TOMATE
737;CLAPTON;737;CHOU-FLEUR
738;CLARA;738;AUBERGINE
739;CLARA BIO;739;AUBERGINE BIO
740;CLARISSA;740;CHOU-FRISE
